EntryID,LemmaID,Code,Batch,List,Item,EnglishWF(lg10),SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),Unknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),Unknown(Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),Unknown(Nonnative),DominantTranslation,DominantTranslationAgreement,DominantTranslationAgreement(Native),DominantTranslationAgreement(Nonnative),NondominantTranslations,Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M),D.Iconicity(SD),D.Iconicity(N),D.Iconicity(Z),D.Iconicity(M-native),D.Iconicity(SD-native),D.Iconicity(Z-native),D.Iconicity(N-native),GuessConsistency,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,PhonotacticProbability,Phonological Complexity,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankReferenceID,InCDI,CDISemanticCategory,bglm_aoa,empirical_aoa 
fold,fold,F_02_019,F,2,19,2.644,4.115,1.395,-0.095,27,0.037,4.308,1.251,-0.045,14,0.071,3.923,1.553,13,-0.144,0,,,,,,6.032,1.169,1.158,31,TO FOLD,NA,,,,,,,,,,,,,,Verb,0,0,0,1,234,1602,1368,2069,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,open_b,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.446,0.378,0.602,0.878,0.684,0.657,0.164,7,344,0.361,2,FOLD,"clothes, fold, folding, laundry",FOLD,Event,1488,No,,,
band_aid_1,band_aid,F_02_020,F,2,20,,2.864,1.246,-0.85,27,0.185,2.75,1.288,-0.952,14,0.143,3,1.247,13,-0.728,0.231,,,,,,4.097,1.62,0.278,31,,Both,,,,,,,,,,,,,,Noun,0,0,0,1,467,1435,968,2169,flat_h,im,Flat,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Straight,1,Hand,PalmBack,HandAway,1,C,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.457,0.14,0.162,0.791,0.446,0.622,0.602,0.878,0.684,0.343,0.836,0,350,-0.048,3,,,,,,Yes,Small Household Items,40,35
auditorium,auditorium,F_02_021,F,2,21,1.908,4.185,1.545,-0.019,27,0,4,1.569,-0.127,14,0,4.385,1.557,13,0.097,0,,,,,,1.839,1.098,-0.729,31,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,0,1,400,1568,1168,2236,curved_5,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,curved_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.225,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.836,12,311,0.539,2,AUDIENCE,"a lot, audience, auditorium, crowd, full, many, people",AUDIENCE,People,2081,No,,,
look_forward,look_forward,F_02_022,F,2,22,,5.259,1.163,0.528,27,0,5.429,1.222,0.581,14,0,5.077,1.115,13,0.471,0,,,,,,3.8,1.846,0.129,30,LOOK AHEAD,Arbitrary,,,,,,,,,,,,,,Verb,0,0,0,1,534,1668,1134,1969,v,im,FullyOpen,0,1,0,Closed,0,SymmetricalOrAlternating,Curved,1,Head,Eye,HeadAway,1,v,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.016,0.178,0.233,0.14,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.343,0.836,0,142,0.042,3,LOOK-FORWARD,"anticipate, anticipation, look forward (to), wait, watch",LOOK-FORWARD,Event,1637,No,,,
experienced,experienced,F_02_023,F,2,23,2.708,5.407,1.279,0.619,27,0,5.429,1.453,0.604,14,0,5.385,1.121,13,0.636,0,,,,,,1.2,0.484,-1.026,30,,Arbitrary,,,,,,,,,,,,,,Adjective,0,0,0,1,467,1368,901,2402,flatspread_5,imrp,Flat,1,1,1,Open,1,OneHanded,Straight,1,Head,CheekNose,CheekNose,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.008,0.457,0.449,0.162,0.209,0.446,0.622,0.398,0.122,0.316,0.657,0.836,0,341,-0.102,1,EXPERIENCE,experience,EXPERIENCE,None,789,No,,,
fraction,fraction,F_02_024,F,2,24,2.021,2.667,1.88,-0.862,27,0.111,2.308,1.437,-1.108,14,0.071,3.091,2.3,13,-0.572,0.154,,,,,,4.433,1.995,0.414,30,,NA,,,,,,,,,,,,,,Noun,1,0,0,1,701,1535,834,2169,f,i,Curved,0,NA,NA,Open,1,AsymmetricalDifferentHandshape,Curved,0,Hand,HandAway,HandAway,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.233,0.261,0.225,0.791,0.554,0.378,0,0,0.316,0.657,0.836,0,192,-0.318,3,,,,,,No,,,
buttons,buttons,F_02_025,F,2,25,2.648,3,1.569,-0.677,27,0,2.714,1.49,-0.854,14,0,3.308,1.653,13,-0.486,0,,,,,,6.2,1.243,1.213,30,,Both,,,,,,,,,,,,,,Noun,0,0,0,1,501,1502,1001,2002,f,i,Curved,0,NA,NA,Open,1,OneHanded,Straight,0,Body,TorsoTop,TorsoMid,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.032,0.01,0.457,0.261,0.225,0.791,0.554,0.622,0,0,0.316,0.657,0.836,5,163,-0.131,1,BUTTON,"button, shirt button",BUTTON,None,367,Yes,Clothing,40,28
risk,risk,F_02_026,F,2,26,3.398,4.636,1.706,0.218,27,0.185,4.909,1.814,0.339,14,0.214,4.364,1.629,13,0.097,0.154,pro,0.682,0.818,0.545,"excel, not listening, risk, traumatic",1.967,1.52,-0.68,30,TAKE A RISK,Arbitrary,,,,,,,,,,,,,,Verb,0,0,0,1,601,1268,667,1768,1,m,Curved,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.045,0.225,0.209,0.554,0.622,0,0,0.316,0.657,0.836,3,563,0.109,2,,,,,,No,,,
bet,bet,F_02_027,F,2,27,3.943,4.385,1.551,0.032,27,0.037,4.357,1.393,0.019,14,0,4.417,1.782,13,0.048,0.077,,,,,,2.517,1.825,-0.45,29,,Arbitrary,,,,,,,,,,,,,,Verb,1,0,0,1,200,901,701,1435,closed_b,imrp,FullyOpen,0,0,0,Closed,0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,closed_b,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.343,0.164,4,277,0.355,2,BET,"bet, gamble, guess, to think",BET,Event,2953,No,,,
bat_3,bat_2,F_02_028,F,2,28,3.022,3.731,2.051,-0.291,27,0.037,3.846,2.375,-0.274,14,0.071,3.615,1.758,13,-0.308,0,bat,0.5,0.462,0.538,"baseball, hit, slug, swing",7,0,1.626,30,BASEBALL BAT,NA,,,,,,,,,,,,,,Verb,0,0,0,1,434,1401,968,2002,s,imrp,FullyClosed,0,NA,0,Closed,1,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,s,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.067,0.791,0.554,0.622,0,0.878,0.316,0.343,0.164,10,321,0.07,2,HIT-STICK,"hit, hit stick, knock, strike, swing",HIT-STICK,Event,150,No,,,
spit_out,spit_out,F_02_030,F,2,30,,3.63,1.713,-0.32,27,0,3.643,1.823,-0.325,14,0,3.615,1.66,13,-0.314,0,,,,,,5.133,1.852,0.729,30,,NA,,,,,,,,,,,,,,Verb,0,0,0,1,567,1235,667,1768,baby_o,i,Bent,1,NA,NA,Open,1,OneHanded,Straight,0,Head,Mouth,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.178,0.457,0.261,0.099,0.209,0.554,0.622,0,0,0.316,0.657,0.836,1,353,-0.127,1,,,,,,No,,,
unicorn,unicorn,F_02_031,F,2,31,2.104,2.926,1.88,-0.736,27,0,2.929,1.979,-0.745,14,0,2.923,1.847,13,-0.725,0,,,,,,6.2,1.472,1.208,30,,NA,,,,,,,,,,,,,,Noun,0,0,0,1,667,1335,667,1935,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Straight,1,Head,HeadTop,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.004,0,0.457,0.261,0.409,0.791,0.446,0.378,0,0,0.684,0.343,0.836,2,469,-0.227,1,UNICORN,"animal, creature, horse, mythical, unicorn",UNICORN,None,3287,No,,,
impress,impress,F_02_032,F,2,32,2.717,5.593,1.047,0.719,27,0,5.5,1.225,0.651,14,0,5.692,0.855,13,0.792,0,,,,,,2.633,1.829,-0.404,30,,Arbitrary,,,,,,,,,,,,,,Verb,0,0,0,1,434,1134,701,1668,a,t,NA,NA,NA,NA,Open,NA,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,NA,1,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0,0.233,0.057,0,0,0.554,0.622,0,0,0,0.657,0.164,1,218,-0.878,4,IMPRESSION,"emphasis, emphasize, impress, impressed, impression, make a point, marked, stress",IMPRESSION,None,1744,No,,,
isolated,isolated,F_02_033,F,2,33,2.493,5.333,1.109,0.602,27,0,5.143,1.027,0.474,14,0,5.538,1.198,13,0.738,0,,,,,,2.207,1.521,-0.566,29,,Arbitrary,,,,,,,,,,,,,,Adjective,0,0,0,1,400,1902,1502,2402,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Circular,1,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.076,0.261,0.409,0.791,0.446,0.378,0,0,0.684,0.343,0.836,12,177,-0.003,2,,,,,,No,,,
let_go,let_go,F_02_034,F,2,34,,5.259,1.259,0.555,27,0,5.429,1.342,0.634,14,0,5.077,1.188,13,0.47,0,,,,,,4.6,1.694,0.486,30,,NA,,,,,,,,,,,,,,Verb,0,0,0,1,567,1201,634,1902,1,m,Curved,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.045,0.225,0.209,0.554,0.622,0,0,0.316,0.657,0.836,3,563,0.109,2,,,,,,No,,,
normal,normal,F_02_036,F,2,36,3.555,5.556,1.311,0.707,27,0,5.5,1.345,0.657,14,0,5.615,1.325,13,0.761,0,,,,,,1.567,1.165,-0.866,30,,Arbitrary,,,,,,,,,,,,,,Adjective,1,0,0,1,501,1335,834,1902,h,im,FullyOpen,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Circular,0,Hand,HandAway,PalmBack,1,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.011,0.076,0.14,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.164,1,81,-0.187,4,NORMAL,"national, native, natural, naturally, nature, normal, normally, of course",NORMAL,None,1559,No,,,
beg,beg,F_02_037,F,2,37,3.415,3.815,1.711,-0.202,27,0,3.786,1.888,-0.209,14,0,3.846,1.573,13,-0.194,0,,,,,,2.9,1.882,-0.281,30,,Arbitrary,,,,,,,,,,,,,,Verb,0,0,0,1,601,1268,667,1869,flatspread_5,imrp,Flat,1,1,0,Open,0,AsymmetricalDifferentHandshape,None,1,Hand,FingerBack,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.019,0,0.153,0.449,0.162,0.209,0.446,0.622,0.398,0.878,0.684,0.657,0.836,0,67,-0.148,2,BEG,"beg, plead",BEG,None,769,No,,,
leak,leak,F_02_038,F,2,38,2.714,4,1.494,-0.128,27,0,3.786,1.528,-0.257,14,0,4.231,1.481,13,0.01,0,,,,,,3.933,1.574,0.182,30,,Arbitrary,,,,,,,,,,,,,,Verb,0,0,0,1,534,1702,1168,2269,4,imrp,FullyOpen,0,1,0,Closed,0,AsymmetricalSameHandshape,Straight,1,Hand,FingerUlnar,HandAway,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.007,0.155,0.457,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.343,0.836,0,358,0.073,1,LEAK,"drain, leak, leaking, liquid, running, spill out",LEAK,None,2365,No,,,
orange_throat,orange_throat,F_02_039,F,2,39,,4.731,1.71,0.239,27,0.037,4.692,1.601,0.212,14,0.071,4.769,1.878,13,0.265,0,gulp/oops,0.654,0.615,0.692,"be in the wrong and know it, eat one's words, moped, orange throat, proven wrong, removed, speechless, suppress, swallow, take back, unexpected",2.933,1.639,-0.246,30,TO SWALLOW WORDS,Arbitrary,,,,,,,,,,,,,,Adjective,0,0,0,1,501,1168,667,1702,flatspread_5,imrp,Flat,1,1,1,Open,1,OneHanded,Straight,0,Body,Neck,BodyAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.006,0.045,0.457,0.449,0.162,0.209,0.554,0.378,0.398,0.122,0.316,0.657,0.836,1,140,-0.234,1,,,,,,No,,,
tomorrow,tomorrow,F_02_040,F,2,40,4.234,6.346,1.056,1.114,27,0.037,6.385,1.044,1.072,14,0.071,6.308,1.109,13,1.156,0,,,,,,1.516,1.313,-0.882,31,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,0,1,601,1101,501,1668,a,t,NA,NA,NA,NA,Open,NA,OneHanded,Curved,0,Head,CheekNose,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.178,0.233,0.057,0,0,0.554,0.378,0,0,0,0.657,0.836,1,173,-0.645,3,TOMORROW,"day, future, time, tomorrow",TOMORROW,None,301,Yes,Signs About Time,34,28
sweatpants,sweatpants,F_02_042,F,2,42,1,1.714,0.951,-1.102,27,0.741,1.667,1.155,-1,14,0.786,1.75,0.957,13,-1.179,0.692,sweatpants,0.857,1,0.75,cold sweat,2.4,1.673,-0.488,30,,Arbitrary,,,,,,,,,,,,,,Noun,0,0,1,2,534,1768,1235,2236,curved_4,imrp,Curved,0,1,0,Closed,0,SymmetricalOrAlternating,Straight,0,Head,Forehead,HeadAway,1,curved_4,0,flat_4,imrp,Flat,0,1,0,Closed,0,SymmetricalOrAlternating,Straight,NA,Body,Hips,TorsoBottom,1,flat_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.039,0.178,0.457,0.449,0.225,0.791,0.554,0.622,0.398,0.878,0.684,0.343,0.836,1,312,0.327,0,,,,,,No,,,
