EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),InCDI,CDI Semantic Category,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),DominantTranslation,Transparency M,Transparency SD,Transparency Z,H index,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,PhonotacticProbability,Iconicity(Z),Iconicity(M),Iconicity(SD),Iconicity(N),Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankID,Neighborhood Density
accent,accent,E_01_073,E1,1.0,73.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/0ZVDgqxdF4U?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346053390?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346053390,3.094,1.594,-0.6809999999999999,35,0.086,2.75,1.6030000000000002,-0.9109999999999999,15,0.2,,,,2.7939999999999996,Noun,434.0,1502.0,1068.0,2035.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,None,1,Body,Neck,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,1.59,-0.54,20,,0.0,,,,,,0.392,0.094,0.006,0.0,0.153,0.261,0.409,0.7909999999999999,0.446,0.622,0.0,0.0,0.684,0.34299999999999997,0.16399999999999998,4.365,-0.755,1.9169999999999998,1.176,24.0,106,1,ACCENT,"accent, dialect, language, regional language",ACCENT,Attribute,584.0,0
accept,accept,H_02_042,H,2.0,42.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lF52G-pHFEk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346802940?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346802940,5.5,1.072,0.812,28,0.0,5.7860000000000005,1.051,1.013,14,0.0,,,,3.43,Verb,367.0,1268.0,901.0,1735.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1.0,1.0,1.0,Open,1.0,SymmetricalOrAlternating,Straight,0,Body,TorsoTop,,1,flatspread_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,1.05,0.61,14,,0.0,,,,,,0.345,0.094,0.032,0.0,0.457,0.449,0.162,0.209,0.5539999999999999,0.622,0.39799999999999996,0.122,0.316,0.657,0.836,5.252000000000001,-0.215,2.739,1.5730000000000002,23.0,140,1,ACCEPT,"accept, adopt, agree to, embrace, own, passive, take responsibility for, tolerate",ACCEPT,Event,2045.0,0
access,access,H_02_086,H,2.0,86.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/p1dbHjX-IIE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346883874?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346883874,5.0360000000000005,1.17,0.527,28,0.0,5.2139999999999995,1.122,0.647,14,0.0,,,,3.208,Noun,334.0,1368.0,1034.0,1935.0,No,,,,,,,,,,2.0,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,HandAway,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,1.23,0.41,14,,0.0,,,,,,0.175,0.25,0.077,0.155,0.457,0.449,0.409,0.7909999999999999,0.446,0.622,0.602,0.878,0.684,0.657,0.836,7.487,-0.27399999999999997,2.565,1.376,23.0,459,6,ACCESS,"access, accessible, accessibility, admission, entrance",ACCESS,-,2046.0,1
accident,accident,B_02_059,B,2.0,59.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/uMiC6MgRxzg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345555544?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345555544,4.12,1.8330000000000002,-0.326,25,0.0,4.071000000000001,1.5919999999999999,-0.344,14,0.0,,,,3.6180000000000003,Verb,400.0,1101.0,701.0,1635.0,No,,4.07,1.71,31.0,0.62,3.77,1.8,22.0,0.5,1.0,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,1.0,1.0,1.0,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,2.18,-0.3,11,,0.0,,4.42,1.02,0.42,2.23,0.345,0.363,0.363,0.426,0.457,0.449,0.409,0.209,0.5539999999999999,0.622,0.39799999999999996,0.122,0.316,0.657,0.836,6.526,0.263,3.3,1.896,30.0,512,1,ACCIDENT,"accident, collide, crash, hit, oops, vehicle, wreck",ACCIDENT,Event,2047.0,1
accomplish,accomplish,C_02_085,C,2.0,85.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VjiH3tFdNOE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345590018?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345590018,4.467,1.456,0.078,30,0.0,4.611000000000001,1.42,0.057,18,0.0,,,,2.476,Verb,601.0,1201.0,601.0,2002.0,No,,1.77,1.33,30.0,-0.59,1.67,1.11,21.0,-0.7,1.0,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Straight,1,Head,HeadAway,HeadAway,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,1.55,0.11,12,,0.0,,3.0,1.75,-0.32,2.55,0.345,0.266,0.066,0.17800000000000002,0.457,0.261,0.409,0.7909999999999999,0.446,0.37799999999999995,0.0,0.0,0.684,0.34299999999999997,0.16399999999999998,4.788,-0.39799999999999996,1.963,1.506,27.0,469,0,SUCCEED,"accomplish, at last, effective, finally, pah, succeed, success",ACCOMPLISH,None,453.0,1
accordion,accordion,F_02_048,F2,2.0,48.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AjArxbE7gPc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346495091?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346495091,1.7369999999999999,1.284,-1.423,27,0.29600000000000004,1.875,1.4580000000000002,-1.291,14,0.429,,,,1.8330000000000002,Noun,467.0,1969.0,1502.0,2569.0,No,,,,,,,,,,1.0,Pantomimic,0,0,0,1,s,0,imrp,FullyClosed,0.0,,,Closed,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.21,-1.52,13,,0.154,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.067,0.7909999999999999,0.446,0.37799999999999995,0.0,0.0,0.316,0.34299999999999997,0.836,5.58,1.18,6.065,1.611,31.0,524,7,ACCORDION,"accordion, musical instrument",ACCORDION,None,3331.0,10
accountant,accountant,A_03_044,A,3.0,44.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gCBfJJUAPqk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344228699?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344228699,3.24,1.8319999999999999,-0.381,25,0.0,3.0669999999999997,1.9069999999999998,-0.424,15,0.0,,,,2.5,Noun,400.0,1235.0,834.0,1602.0,No,,1.55,0.96,31.0,-0.9,1.47,0.84,19.0,-0.89,1.0,Arbitrary,0,0,1,2,f,1,i,Curved,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,,1,B,0,open_b,1.0,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,,Neutral,Neutral,Neutral,0.0,open_b,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.78,-0.32,10,,0.0,,,,,,0.175,0.25,0.077,0.0,0.457,0.261,0.225,0.7909999999999999,0.446,0.622,0.0,0.0,0.316,0.657,0.836,5.114,-0.496,2.476,1.436,21.0,397,6,ACCOUNTANT,"accountant, count, money, person",ACCOUNTANT,People,2439.0,6
acquire,acquire,H_01_034,H,1.0,34.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4EB8q_Ms2GU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346791147?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346791147,5.25,1.295,0.6759999999999999,28,0.0,5.2860000000000005,1.383,0.71,14,0.0,,,,2.134,Verb,367.0,1235.0,868.0,1869.0,No,,,,,,,,,,2.0,Arbitrary,0,0,0,1,8,1,m,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,1.25,0.64,14,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.045,0.162,0.209,0.446,0.37799999999999995,0.0,0.0,0.316,0.657,0.836,5.003,-0.517,2.35,1.755,20.0,449,3,ACQUIRE,"acquire, acquisition, pick up",ACQUIRE,Event,2048.0,3
act,act,B_02_038,B,2.0,38.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KFScZThsE_o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345537677?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345537677,4.28,1.208,-0.214,25,0.0,4.2860000000000005,0.914,-0.225,14,0.0,,,,3.7460000000000004,Verb,334.0,901.0,567.0,1468.0,No,,1.48,1.06,31.0,-0.73,1.5,1.1,22.0,-0.7,3.0,Arbitrary,0,0,0,1,a,0,t,,,,,Open,,SymmetricalOrAlternating,Circular,1,Body,TorsoTop,TorsoTop,1,a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,1.56,-0.2,11,,0.0,,3.79,1.48,-0.05,2.16,0.345,0.094,0.032,0.011000000000000001,0.076,0.057,0.0,0.0,0.446,0.622,0.0,0.0,0.0,0.657,0.836,3.176,-0.539,1.6,1.003,30.0,58,8,ACT,"act, drama, perform, performance, put on a play, show, theater",ACT,Event,5.0,2
action,action,C_01_026,C,1.0,26.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/x-7Vhj7Yub0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345577398?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345577398,4.533,1.383,-0.017,30,0.0,4.944,1.11,0.168,18,0.0,,,,3.4939999999999998,Noun,501.0,1168.0,667.0,1835.0,No,,2.17,1.18,30.0,-0.38,2.14,1.11,21.0,-0.45,2.0,Arbitrary,0,0,0,1,c,0,imrp,Curved,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,1.56,-0.29,12,,0.0,,3.05,1.7,-0.25,2.56,0.345,0.363,0.363,0.426,0.076,0.449,0.225,0.7909999999999999,0.446,0.37799999999999995,0.602,0.878,0.684,0.657,0.836,7.519,-0.336,2.2,1.4,30.0,126,2,ACTION,"act, action, activity, behavior, do, event",ACTION,None,2440.0,5
actor,actor,A_03_047,A,3.0,47.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/A9NW9vQeGxY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344240685?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344240685,4.44,1.635,0.23,25,0.0,4.533,1.4069999999999998,0.33,15,0.0,,,,3.128,Noun,300.0,1235.0,934.0,1602.0,No,,1.55,0.93,31.0,-0.9,1.58,0.96,19.0,-0.83,3.0,Arbitrary,0,0,1,2,a,0,t,,,,,Open,,SymmetricalOrAlternating,Circular,1,Body,TorsoTop,BodyAway,1,a,0,open_b,1.0,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,,Neutral,Neutral,Neutral,0.0,open_b,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,2.0,0.08,10,,0.0,,,,,,0.345,0.094,0.032,0.045,0.076,0.057,0.0,0.0,0.446,0.622,0.0,0.0,0.0,0.657,0.836,3.21,-0.941,1.524,0.8140000000000001,21.0,58,8,ACTOR,"act, acting, actor, actress, entertainer, performer, thespian",ACTOR,People,2049.0,2
add,add,E_02_030,E2,2.0,30.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/eXoqAy_wQq8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346058080?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346058080,5.188,1.203,0.52,32,0.0,5.0,1.3630000000000002,0.40700000000000003,15,0.0,,,,3.227,Verb,501.0,1235.0,734.0,1935.0,No,,,,,,,,,,2.0,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1.0,1.0,1.0,Open,1.0,DominanceViolation,Curved,0,Hand,HandAway,FingerUlnar,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,1.06,0.62,17,,0.0,,,,,,0.023,0.25,0.035,0.003,0.233,0.449,0.162,0.209,0.5539999999999999,0.622,0.39799999999999996,0.122,0.316,0.657,0.836,4.869,-0.469,2.9,2.023,30.0,185,0,ADD,"add, bonus, enhance, extra, in addition to, math",ADD,None,651.0,0
addict,addict,H_02_073,H,2.0,73.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/2Zm6u6jjEEs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346883343?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346883343,4.25,1.3780000000000001,0.10099999999999999,28,0.0,4.571000000000001,1.222,0.27899999999999997,14,0.0,0.75,0.7859999999999999,,2.438,Noun,534.0,1368.0,834.0,1902.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,bent_1,1,i,Bent,0.0,,,Closed,0.0,OneHanded,Straight,0,Head,Mouth,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,1.49,-0.08,14,0.7140000000000001,0.0,addict,,,,,0.392,0.266,0.046,0.0,0.457,0.261,0.099,0.7909999999999999,0.5539999999999999,0.622,0.0,0.0,0.684,0.34299999999999997,0.836,5.35,-0.32899999999999996,2.391,1.158,23.0,342,2,ADDICT,"addict, addicted, addiction, habit, hooked",ADDICT,Attribute,2050.0,6
address,address,D_01_016,D,1.0,16.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZRL0r6UEeeQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345803454?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345803454,4.888999999999999,1.476,0.41,27,0.0,5.125,1.4080000000000001,0.528,16,0.0,,,,3.426,Noun,667.0,1568.0,901.0,2102.0,No,,1.39,0.57,26.0,-0.87,1.44,0.62,18.0,-0.8,2.0,Arbitrary,1,0,0,1,a,0,t,,,,,Open,,SymmetricalOrAlternating,Straight,0,Body,TorsoMid,TorsoTop,1,a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,1.57,0.24,11,,0.0,,,,,,0.345,0.094,0.006,0.011000000000000001,0.457,0.057,0.0,0.0,0.5539999999999999,0.622,0.0,0.0,0.0,0.657,0.836,3.638,-0.728,1.486,0.804,37.0,192,5,LIVEa,"address, alive, habitat, life, live, lives, reside, resident, survive",LIVE,None,1642.0,1
admire,admire,J_03_049,J,3.0,49.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Zg9vZjUAznk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346972581?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346972581,4.4830000000000005,1.3259999999999998,0.20800000000000002,29,0.0,4.333,1.496,0.07,15,0.0,,,,2.859,Verb,400.0,1268.0,868.0,1835.0,No,,,,,,,,,,3.0,Arbitrary,0,0,0,1,flat_v,1,im,Flat,1.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,flat_v,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,1.15,0.36,14,,0.0,,,,,,0.345,0.363,0.363,0.426,0.233,0.14,0.162,0.209,0.5539999999999999,0.37799999999999995,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.31,-0.5579999999999999,1.652,1.1520000000000001,23.0,248,0,ADMIRE,"admire, anticipate, look up to, respect, think highly of",ADMIRE,State,777.0,0
admit,admit,J_02_062,J,2.0,62.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lEwwukCf51Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346940729?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346940729,4.633,1.45,0.306,30,0.0,4.867,1.246,0.348,15,0.0,,,admit (confess),3.48,Verb,567.0,1401.0,834.0,1835.0,No,,,,,,,,,,2.0,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Body,TorsoMid,BodyAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,1.64,0.26,15,,0.0,,,,,,0.392,0.094,0.006,0.045,0.233,0.449,0.409,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.684,0.657,0.836,7.25,0.35700000000000004,3.84,1.248,25.0,168,4,ADMIT,"admit, be willing, confess, declare",ADMIT,Event,1970.0,1
adopt,adopt,J_03_014,J,3.0,14.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/TF1dChwLMIc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346970891?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346970891,4.414,1.7009999999999998,0.149,29,0.0,4.133,1.642,-0.053,15,0.0,,,,2.378,Verb,334.0,1201.0,868.0,1802.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1.0,1.0,1.0,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,flatspread_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,1.77,0.37,14,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.162,0.209,0.5539999999999999,0.37799999999999995,0.39799999999999996,0.122,0.316,0.657,0.836,6.035,-0.6970000000000001,1.435,0.59,23.0,466,1,ADOPT,"adopt, assume, host, take on, take over, take responsibility for, take up, undertake",ADOPT,Event,751.0,1
