Code,EntryID,SignFrequency(M),Iconicity(M),LexicalClass,NeighborhoodDensity
K_02_081,stand_2,3.64,4.125,Verb,12
J_03_070,stand_up,5.241,3.9130000000000003,Verb,3
G_02_005,stapler,3.222,6.129,Verb,0
A_03_087,star,5.083,2.476,Noun,37
B_03_010,starbucks,5.32,1.1,Name,0
G_01_034,stare,4.63,4.964,Verb,1
A_01_047,stars,4.323,3.5789999999999997,Noun,37
B_01_011,start,5.76,3.871,Verb,2
F_01_086,state,5.111,1.613,Noun,10
F_02_050,stay,5.815,4.0,Verb,10
J_02_060,stay_awake_24hrs,3.733,2.6,Verb,6
D_02_041,steak,2.261,1.548,Noun,0
C_02_019,steal,3.067,2.7039999999999997,Verb,1
J_01_011,steam,2.087,4.083,Noun,19
E_01_070,step,4.114,5.44,Verb,10
D_03_028,stethoscope,1.333,4.458,Noun,8
K_03_086,stethoscope_2,2.588,4.154,Noun,17
K_01_075,stethoscope_3,2.895,4.72,Noun,17
K_02_031,stethoscope_4,3.214,4.792,Noun,5
F_02_089,sticky,4.63,5.419,Adjective,1
G_02_085,still,5.667,2.774,Adverb,6
H_02_035,stimulate,4.143,2.0,Verb,17
H_03_022,sting,2.8890000000000002,5.5,Verb,9
H_01_064,stink,4.214,6.85,Adjective,4
D_03_055,stir,3.423,6.739,Verb,1
E_01_061,stockings,1.7730000000000001,2.92,Noun,0
C_03_054,stomach,3.586,5.9719999999999995,Noun,7
D_01_010,stop,5.704,3.5949999999999998,Verb,2
F_01_067,stopwatch,2.333,5.161,Noun,19
E_01_015,story_1,4.714,1.3599999999999999,Noun,4
J_01_007,story_2,4.933,1.625,Noun,19
H_03_007,story_3,4.571,1.333,Noun,6
E_01_081,straight,5.571,6.36,Adjective,8
K_03_045,strain_1,3.84,2.0,Verb,3
K_01_076,strain_2,5.0,2.24,Verb,3
C_03_018,strange,5.0,1.833,Adjective,6
J_01_093,strangle,2.714,5.458,Verb,15
G_01_092,straw,3.462,5.429,Noun,14
A_01_068,strawberry,2.524,1.595,Noun,14
K_02_017,strawberry_2,5.667,1.292,Noun,2
K_03_100,strawberry_3,2.947,1.538,Noun,0
K_01_009,strawberry_4,2.885,1.3599999999999999,Noun,7
A_01_062,street,5.29,4.368,Noun,41
B_02_075,stress,5.125,1.6,Noun,13
K_03_078,stretch-ca,4.36,6.76,Verb,0
K_02_108,stretch_1,5.2,3.875,Verb,17
K_03_126,stretch_2,2.708,4.4,Verb,15
C_01_047,strict,3.8,1.8,Adjective,1
F_03_054,string,4.259,5.031,Noun,4
H_01_085,stripe,3.429,4.5,Noun,0
G_03_027,strong,4.926,6.65,Adjective,5
H_01_035,structure,4.25,1.85,Noun,0
H_03_102,struggle,5.0,2.25,Verb,19
B_03_086,stubborn,4.64,2.367,Adjective,8
E_01_019,stuck,5.543,3.0,Adjective,0
A_02_012,student,4.704,1.9,Noun,3
G_01_090,study,5.444,1.964,Verb,3
J_02_079,stumble,2.481,3.84,Verb,21
C_01_058,stupid_1,4.1,3.767,Adjective,4
C_02_047,stupid_2,4.633,4.161,Adjective,4
B_02_027,subtract,3.96,3.3,Verb,11
F_01_012,suck,3.24,4.323,Verb,31
K_01_006,suck_thumb,2.217,6.2,Verb,13
G_01_103,suit,4.593,2.357,Noun,5
D_03_041,summarize,4.538,3.04,Verb,33
B_02_037,summer,4.958,1.433,Noun,31
K_02_075,summon,6.042,1.25,Verb,2
C_02_003,sun,4.633,4.593,Noun,1
H_02_013,sunbathe,3.1,2.667,Verb,0
K_03_034,sunbathe_2,4.64,1.52,Verb,0
J_02_001,sunday_2,1.0,1.6,Name,10
H_03_089,sunrise,3.893,5.458,Verb,11
B_02_087,sunset,3.44,4.3,Noun,0
J_02_065,superior,4.133,3.16,Adjective,12
J_01_018,supervise,4.467,1.417,Verb,4
J_02_010,supervisor,3.967,1.56,Noun,4
G_01_052,support_1,5.963,1.893,Noun,17
F_03_066,support_2,4.769,4.344,Verb,38
C_03_044,sure,5.4,2.914,Adjective,31
A_01_048,surf,3.032,2.923,Verb,6
A_02_007,surgeon,3.148,1.467,Noun,24
H_03_046,surgery,4.071,3.958,Noun,24
B_01_013,surprise,4.583,4.481,Noun,14
D_03_092,sushi,4.269,1.32,Noun,17
C_03_012,suspect,3.967,3.222,Noun,62
H_01_016,suspend,4.357,2.95,Verb,8
E_03_077,suspenders_1,2.143,4.265,Noun,0
E_01_028,suspenders_2,2.286,4.52,Verb,0
B_02_019,swallow,3.76,5.567,Verb,6
J_02_016,swear_in,2.8,6.6,Verb,41
H_02_051,sweat,4.036,4.13,Verb,2
D_02_092,sweater,3.654,2.516,Noun,7
K_01_008,sweater_2,2.0,1.6400000000000001,Noun,3
K_02_090,sweater_3,4.417,3.167,Noun,5
F_02_042,sweatpants,1.714,2.613,Noun,1
E_01_018,sweatshirt,1.8,2.56,Noun,1
D_01_086,sweep,3.259,4.6,Verb,19
J_03_029,sweet,5.31,2.174,Adjective,8
H_02_005,sweetheart,3.556,3.0,Noun,2
E_03_053,swim,4.2,4.344,Verb,10
K_03_106,swim_2,5.32,6.885,Verb,10
A_02_018,swing,1.8,6.29,Verb,25
F_02_085,swing_2,3.815,5.645,Verb,3
F_01_009,switzerland,2.231,2.645,Name,7
E_03_101,sword,2.033,6.059,Noun,5
D_01_090,sympathy,4.222,2.233,Noun,1
H_01_061,system,4.643,2.15,Noun,4
A_03_025,table,6.0,4.238,Noun,2
K_02_126,tablet,5.4,3.417,Noun,4
D_01_083,tail,1.875,4.833,Noun,0
K_01_089,tail_2,4.346,3.48,Noun,2
G_01_093,take,5.037,5.321,Verb,33
F_03_071,take_care,5.444,2.063,Verb,5
F_03_094,take_notes,4.815,3.938,Verb,0
F_01_020,take_off,4.64,5.5809999999999995,Verb,0
H_03_050,take_off,2.167,4.255,Verb,19
F_01_045,take_pill,3.217,4.097,Verb,17
C_01_008,talk,5.333,2.8,Verb,5
H_01_023,talk_2,3.038,6.65,Verb,9
H_02_046,talk_dirty,4.423,1.565,Verb,9
B_03_024,tall_1,4.84,4.379,Adjective,30
B_01_030,tall_2,5.0,5.519,Adjective,19
F_02_072,tan,4.222,1.903,Adjective,17
E_01_009,tanktop,3.719,3.6,Noun,4
G_01_017,tape,2.955,3.107,Noun,17
J_01_081,taste,5.867,4.25,Verb,5
A_02_052,tea,4.556,4.433,Noun,1
D_02_052,teach,4.609,1.452,Verb,16
K_02_055,teach_2,6.6,1.458,Verb,4
A_02_033,teacher,6.074,1.433,Noun,16
E_01_071,team,5.714,2.16,Noun,11
C_02_016,tear,2.967,6.889,Verb,31
G_03_009,tear_rip_1,4.185,6.85,Verb,11
K_03_050,tear_rip_2,5.4,6.846,Verb,4
D_02_090,tease,5.556,1.8,Verb,14
E_03_017,technology,6.2,1.8860000000000001,Noun,10
H_02_039,teenager,3.75,1.174,Noun,17
D_01_040,teeth,4.519,6.667,Noun,0
A_02_040,telephone,5.481,7.0,Noun,9
C_02_013,tell,5.933,5.667,Verb,11
F_02_097,temper_blow_up,4.333,1.774,Verb,62
G_03_067,temporary,5.115,1.9,Adjective,17
C_01_082,temptation,3.552,1.267,Noun,3
G_03_032,tend_your,5.259,2.1,Verb,4
G_03_089,tendency,4.769,2.0,Noun,4
A_01_053,tennis,2.387,5.0,Noun,1
E_02_012,tent,3.813,3.645,Noun,0
D_01_060,test,4.741,1.529,Noun,37
B_03_054,text,5.435,3.967,Verb,19
F_02_002,than,2.474,1.355,Minor,11
H_02_053,thank_you,6.571,5.13,Verb,14
D_01_047,thanksgiving,2.481,1.429,Noun,4
C_03_059,that,5.5,2.321,Minor,10
D_01_052,theater,3.963,1.657,Noun,5
F_01_031,then,4.444,2.645,Minor,15
J_03_042,theory_1,3.379,2.739,Noun,17
H_03_088,therapy,3.893,1.375,Noun,9
D_02_060,there,5.963,6.258,Adverb,37
D_02_012,thermometer,4.577,2.645,Noun,30
G_03_095,these,4.72,3.8,Minor,19
E_01_044,they_1,5.114,4.0,Minor,19
F_02_103,they_2,4.889,4.9030000000000005,Minor,19
B_03_019,thief_1,1.588,1.5,Noun,0
B_01_087,thief_2,3.68,1.5190000000000001,Verb,0
C_02_002,thin,3.333,1.704,Adjective,4
B_03_043,things,4.84,2.3,Noun,4
C_03_053,think,5.867,6.583,Verb,4
K_03_120,think_chin.m4v,5.32,6.769,Verb,1
F_02_087,think_connect,4.259,3.226,Verb,62
G_02_015,think_expand,5.259,4.194,Verb,62
G_03_079,think_obsess,4.692,2.45,Verb,62
D_02_054,think_over,2.731,4.633,Verb,62
G_01_039,think_penetrate,4.481,3.786,Verb,62
K_01_120,think_ponder,6.148,2.76,,1
F_02_088,third_1,4.481,4.065,Number,1
J_02_072,third_2,4.4,3.36,Number,0
C_03_071,thirsty,5.3,4.139,Adjective,2
F_01_035,this/it,6.519,5.419,Minor,37
G_01_051,thought_disappear,5.148,3.393,Verb,62
B_01_044,three,6.08,6.667,Number,2
G_02_070,thrilled,6.0,2.774,Adjective,3
C_03_081,throw,3.6,5.514,Verb,21
K_01_068,throw_2,5.185,6.875,Verb,17
E_02_070,throw_away,4.25,5.774,Verb,38
F_03_015,thunder,4.0,3.875,Noun,3
B_02_045,thursday,5.042,1.1,Name,4
E_02_029,ticket,5.0,2.871,Noun,6
H_01_073,tickle,2.0,5.35,Verb,10
A_01_013,tie,2.143,4.603,Noun,1
K_02_029,tie_2,4.583,6.458,Verb,4
K_03_035,tie_up_1,6.0,6.12,Verb,1
K_01_043,tie_up_2,2.296,5.28,Verb,1
A_01_050,tiger,3.097,3.711,Noun,10
B_02_080,time,6.375,6.7,Noun,0
H_02_061,time_progress,4.5,3.391,Minor,19
J_01_020,time_to_time,5.167,2.833,Minor,4
K_02_063,timeout,5.542,6.833,Verb,28
K_03_019,tiny,2.577,6.92,Adjective,2
D_02_050,tired,6.538,3.806,Adjective,7
G_01_043,tired_of,5.815,3.821,Adverb,4
G_02_032,tissue,5.0,4.677,Noun,12
E_03_086,to,4.4,3.444,Minor,30
F_01_026,to_a_goal,5.037,3.065,Adverb,62
D_02_080,toast,4.185,1.387,Noun,1
A_02_049,tobacco,2.37,1.767,Noun,2
E_02_006,today,6.406,2.323,Noun,10
G_01_097,together,4.615,4.821,Noun,6
A_02_038,toilet,5.963,1.533,Noun,16
D_02_087,tomato,4.926,1.133,Noun,62
F_02_040,tomorrow,6.346,1.516,Noun,6
G_03_057,tongue,2.0,4.6,Noun,4
E_02_015,too_much,5.063,4.419,Adjective,17
D_03_073,toothbrush,5.269,6.304,Noun,4
K_03_058,toothbrush-ca,5.96,6.615,Verb,17
H_01_065,top,4.393,4.75,Adjective,28
H_01_103,topic,4.786,2.8,Noun,3
A_02_047,tornado,1.815,2.533,Noun,6
J_03_009,toss,2.667,5.478,Verb,21
H_02_037,toss_out,4.148,5.391,Verb,4
H_01_071,total,4.25,3.5,Noun,8
G_03_063,touch,5.346,6.65,Verb,2
H_03_010,tough,5.0,1.833,Adjective,2
B_03_031,tournament,3.96,1.667,Noun,10
H_01_086,tow_1,3.04,5.65,Verb,14
K_01_098,tow_2,4.519,4.16,Verb,15
K_02_010,tow_3,4.36,5.375,Verb,8
F_01_007,towel,4.148,5.419,Noun,5
E_01_064,toy_1,6.029,1.92,Noun,6
J_01_056,toy_2,2.783,1.25,Noun,5
H_03_070,toy_3,4.286,1.667,Noun,4
H_01_042,tractor,2.5789999999999997,4.75,Noun,16
J_03_023,tradition,3.8970000000000002,1.217,Noun,16
B_01_043,traffic,4.0,1.9260000000000002,Noun,21
B_03_003,train,4.6,1.4,Noun,5
J_03_028,transfer,4.552,2.0,Verb,3
J_01_082,transgender,4.267,1.083,Adjective,0
D_01_080,translate,4.296,2.4859999999999998,Verb,11
A_01_035,trash,4.871,1.444,Noun,2
B_02_089,travel,4.64,2.1,Verb,0
A_01_002,tree,5.143,4.241,Noun,8
J_02_080,triangle,3.067,6.8,Noun,0
K_03_111,trim_1,3.652,2.769,Verb,8
K_01_062,trim_2,3.385,4.08,Verb,0
K_02_020,trip_1,4.391,2.083,Verb,15
K_03_102,trip_2,2.958,3.038,Verb,0
J_02_077,triple,3.8,2.7199999999999998,Number,0
D_02_086,trophy,3.0,1.581,Noun,10
B_03_048,trouble,4.76,2.3,Noun,3
G_03_007,truck_1,2.588,1.9500000000000002,Noun,3
J_02_070,truck_2,3.483,2.24,Noun,15
D_03_038,TRUE,5.462,2.16,Adjective,11
E_03_068,true_business,5.033,2.324,Adjective,62
E_03_015,truth,5.233,2.371,Noun,17
B_02_034,try,3.542,1.633,Verb,21
G_01_035,tty,2.333,3.107,Noun,16
G_03_042,tube,3.192,5.65,Noun,22
E_01_067,tube_top,4.2,5.48,Noun,7
J_03_087,tuesday,5.552,1.304,Name,3
F_03_090,turban,2.0,5.75,Noun,1
A_02_078,turkey,2.5,1.967,Noun,12
K_01_036,turkey_2,3.154,2.083,Noun,12
J_01_065,turn,4.7,3.167,Verb,4
J_02_086,turn_around,2.414,6.5600000000000005,Verb,19
E_01_056,turn_key,3.914,6.52,Verb,11
A_02_009,turtle,3.63,3.733,Noun,1
C_02_038,TV,6.067,2.481,Noun,4
F_01_032,twins_1,3.4,2.29,Noun,0
J_02_089,twins_2,3.04,1.48,Noun,1
J_01_102,twirl,3.367,6.25,Verb,19
C_02_005,two,5.286,6.963,Number,8
G_01_021,two_more,2.783,4.536,Number,4
H_02_090,two_of_us,5.357,3.435,Minor,5
J_03_066,two_weeks,4.724,2.652,Number,14
F_03_059,type,4.296,6.5,Noun,33
B_01_056,type,4.52,1.222,Noun,4
F_02_084,udder,2.435,5.484,Noun,33
C_01_019,ugly,4.1,3.633,Adjective,31
A_02_022,umbrella,3.556,3.933,Noun,17
H_03_082,unaware,4.5,2.375,Adjective,14
H_02_020,uncertain,4.393,3.826,Adjective,19
D_02_011,uncle,4.407,1.032,Noun,2
E_02_087,under,4.406,3.968,Minor,12
J_03_079,undergraduate,3.63,1.522,Adjective,17
C_01_006,understand,6.1,4.633,Verb,8
A_03_023,underwear,3.08,5.714,Noun,2
K_02_112,underwear_2,4.5600000000000005,1.083,Noun,0
F_02_031,unicorn,2.926,6.29,Noun,31
F_01_015,unique,5.37,1.742,Adjective,8
K_01_127,universe,5.222,1.6,Noun,1
C_02_063,university,5.333,1.444,Noun,12
H_02_018,until,3.643,2.13,Minor,30
E_01_069,up,4.344,6.92,Minor,37
C_01_028,upload,3.5,3.433,Verb,8
F_01_075,upset_1,4.815,2.806,Adjective,2
H_03_047,upset_2,4.607,1.833,Adjective,1
H_03_055,us,3.071,2.458,Minor,1
D_03_043,use,5.346,1.667,Verb,12
B_03_016,vacation,4.92,1.167,Noun,9
D_03_084,vacuum,3.692,4.52,Verb,5
F_02_065,vagina,4.0,2.871,Noun,10
G_02_017,vain,2.652,2.355,Adjective,0
H_03_051,validate,3.107,3.917,Verb,2
G_02_090,valley,3.63,5.355,Noun,8
H_03_085,value,3.714,1.583,Noun,5
K_03_123,vampire,4.48,4.36,Noun,0
F_01_022,vanilla,2.87,1.6059999999999999,Noun,8
H_02_098,vanish,4.429,3.348,Verb,2
E_02_028,vase,1.579,3.387,Noun,1
C_01_018,vegetable,4.931,1.2,Noun,3
A_03_005,verb,2.5220000000000002,2.19,Noun,4
G_02_101,very,4.667,2.452,Minor,5
G_02_039,very_interested,4.12,3.258,Adjective,3
J_03_050,vest,2.885,4.522,Verb,7
J_02_035,vibrate,3.276,4.92,Verb,21
B_03_006,videocamera,4.5600000000000005,1.5670000000000002,Noun,8
K_03_011,videocamera_2,1.5,2.16,Noun,3
H_01_091,videogame,5.607,5.5,Noun,19
B_01_039,videophone,5.8,1.593,Noun,8
E_02_061,view,4.594,4.097,Verb,0
K_01_121,village,5.444,1.76,Noun,41
A_03_083,violin,1.72,7.0,Noun,1
J_01_025,vision,5.0,4.583,Noun,9
H_03_080,visit,5.071,2.0,Verb,4
J_01_097,visitor,4.3,1.583,Noun,0
H_01_027,visualize,4.893,5.4,Verb,15
E_01_043,vitamins,3.406,1.56,Noun,8
J_03_027,vlog,5.103,1.2610000000000001,Noun,16
H_01_082,vocabulary,3.714,2.3,Noun,14
C_03_061,voice,4.333,4.8,Noun,0
A_02_006,volleyball,3.111,3.567,Noun,37
H_02_062,volunteer,4.786,1.565,Noun,7
D_02_072,vomit,3.444,6.419,Verb,5
B_02_040,vote,3.76,3.0,Noun,7
G_02_089,W.H.A.T,6.222,5.226,Minor,0
H_01_036,wade,3.393,3.5,Verb,1
K_03_024,wade_2,4.24,2.077,Verb,1
B_02_016,wait,5.88,2.0,Verb,8
A_01_061,waiter,4.484,1.568,Noun,41
D_02_057,walk,6.111,4.806,Verb,25
K_01_024,walk-tightrope-cl,2.35,4.32,Verb,1
J_03_067,walk_2,5.759,4.87,Verb,0
E_01_089,wall,4.686,5.28,Noun,8
F_01_081,wallet,2.9619999999999997,3.677,Noun,25
E_02_078,walrus,1.7309999999999999,3.71,Noun,6
E_03_016,wand,2.1,5.2,Noun,3
A_01_019,wander,3.548,3.487,Verb,4
C_03_013,want,5.9,4.583,Verb,21
E_01_025,want_2,6.771,3.2,Verb,21
B_03_075,war,3.68,2.433,Noun,8
B_02_047,warm,4.4,1.367,Adjective,15
B_01_033,warn,5.36,2.444,Verb,28
E_01_033,wash_1,5.8,5.64,Verb,5
K_02_024,wash_3,5.52,3.917,Verb,5
F_01_070,wash_dishes,5.111,5.3870000000000005,Verb,3
G_01_011,wash_face_1,4.296,6.357,Verb,1
J_01_078,wash_face_2,3.586,6.792,Verb,2
F_01_056,wash_hands,4.48,6.548,Verb,4
C_02_057,wash_machine,5.567,2.8890000000000002,Noun,10
C_01_030,waste,3.724,2.3,Verb,13
G_02_078,watch,5.667,2.419,Verb,4
A_02_031,water,6.963,3.124,Noun,4
F_03_022,water_ski,2.852,1.5,Verb,4
H_01_019,waterdrop,2.2800000000000002,3.4,Noun,38
A_03_079,wave,3.48,6.571,Noun,4
C_02_073,way,4.033,4.667,Noun,41
G_03_019,we,6.037,3.95,Minor,6
F_03_027,we_will_see,6.481,4.25,Verb,9
C_02_065,weak,3.967,2.481,Adjective,13
B_02_032,wear,4.478,2.167,Verb,9
C_03_072,weather,4.433,3.028,Noun,0
H_02_081,weave,1.429,3.696,Verb,7
D_03_015,wedding,4.615,1.682,Noun,13
B_03_056,wednesday,5.5600000000000005,2.667,Name,1
B_02_079,week,6.04,1.6,Noun,30
H_01_009,weekend_2,2.708,2.0,Noun,0
D_03_077,weigh,4.654,2.56,Verb,12
E_02_037,weight,4.906,3.355,Noun,12
H_02_011,weird,4.25,2.043,Adjective,4
J_02_054,welcome_1,4.233,2.56,Adverb,7
D_01_009,well,5.0,4.206,Adverb,13
D_03_053,west,4.154,2.7199999999999998,Noun,1
B_02_065,wet,4.52,1.7000000000000002,Adjective,21
G_03_013,whale,3.0,3.9,Noun,0
D_02_084,what_1,6.407,6.5809999999999995,Minor,21
D_02_094,what_2,3.815,,Minor,30
C_02_054,what_for,5.867,3.0,Minor,11
B_02_025,whatever,3.88,2.0,Adverb,21
H_03_069,wheel,3.857,5.0,Noun,19
F_03_070,wheelbarrow,2.0,4.813,Noun,16
G_01_046,wheelchair,4.667,3.6790000000000003,Noun,19
C_03_086,when,5.6,1.9140000000000001,Minor,4
B_02_035,where,6.24,1.7000000000000002,Minor,37
B_01_088,which,5.8,3.259,Minor,19
H_02_032,while,4.714,1.783,Minor,19
A_03_077,whip,2.696,6.381,Verb,1
H_03_075,whisper,4.321,4.25,Verb,0
A_02_046,whistle,2.926,4.1,Noun,1
K_03_055,whistle_3,4.28,6.5,Noun,1
E_03_046,white,4.667,1.6560000000000001,Adjective,4
J_02_043,white_person,4.6,2.04,Adjective,4
C_01_041,who,6.233,3.367,Minor,5
J_02_049,whole,4.067,5.6,Adverb,17
D_01_067,why,6.269,3.306,Minor,9
H_02_034,why_not,5.185,2.0,Minor,8
J_02_052,wide,3.448,6.32,Adjective,41
D_03_025,wife,5.154,1.583,Noun,6
F_03_025,will,6.185,2.0,Verb,14
J_01_095,will_go,3.136,2.167,Verb,15
B_02_029,win,4.96,2.1,Verb,3
H_02_068,wind,4.714,4.87,Noun,21
A_02_048,windmill,2.286,2.533,Noun,3
K_01_118,windmill_2,3.357,2.56,Noun,4
K_02_051,windmill_3,3.35,3.875,Noun,19
A_03_042,window,5.48,4.19,Noun,28
E_02_075,window_open,4.188,4.9350000000000005,Verb,28
G_02_080,windy,4.654,6.0,Adjective,21
D_01_015,wine,5.333,1.176,Noun,0
D_03_094,wink,3.0,5.75,Verb,4
E_03_022,winter,6.0,4.088,Noun,38
G_02_023,wise,4.926,2.645,Adjective,9
C_01_053,wish,4.867,2.7,Noun,7
A_03_018,witch,1.7389999999999999,2.762,Noun,1
K_03_022,witch_2,2.917,1.8399999999999999,Noun,8
C_02_074,with,5.033,4.593,Minor,19
H_03_021,without,4.643,2.833,Minor,19
A_01_049,wolf,3.0,2.737,Noun,1
C_02_028,woman,5.933,1.259,Noun,10
K_01_101,woman_2,6.111,1.44,Noun,13
B_02_076,wonder,5.36,4.667,Verb,8
C_03_031,wood,4.2,3.278,Noun,28
E_03_075,word,5.207,2.206,Noun,8
B_03_059,work,6.739,1.929,Verb,17
E_02_092,work_out,5.563,4.6129999999999995,Verb,38
J_02_055,workshop,4.3,1.88,Noun,0
B_03_023,world,5.32,2.5,Noun,1
B_03_014,worm,2.125,4.6,Noun,30
C_02_015,worry,4.1,3.593,Verb,3
H_01_011,worse,4.222,1.8,Adjective,8
F_01_002,wow,5.704,2.903,Minor,37
E_02_050,wrap,3.594,5.194,Verb,0
F_03_091,wrap_up,3.308,5.188,Verb,1
K_02_062,wrap_up_2,5.125,4.792,Verb,1
J_01_033,wrestle,3.467,3.042,Verb,13
H_01_029,wring,2.708,6.0,Verb,33
B_01_063,wristwatch,3.84,5.704,Noun,1
K_03_044,wristwatch_2,5.0,5.28,Noun,1
K_01_054,wristwatch_3,5.185,5.36,Noun,0
D_01_051,write,5.593,6.571,Verb,9
G_02_087,write_on_wall,3.385,5.742,Verb,5
B_01_055,wrong_1,6.08,1.889,Adjective,9
C_03_050,wrong_2,5.667,1.389,Adjective,9
F_02_079,yawn_1,3.481,6.871,Verb,15
K_02_048,yawn_2,3.45,1.75,Verb,0
K_03_009,yawn_3,3.84,4.538,Verb,1
K_01_110,yawn_4,4.52,4.84,Verb,1
J_01_030,yay,6.067,6.5,Minor,11
D_01_058,yeah,5.704,3.229,Minor,10
B_02_015,year,5.44,1.267,Noun,8
D_01_020,yellow,4.481,1.0,Adjective,6
G_03_074,yes,6.885,3.35,Minor,38
D_01_024,yesterday,5.889,1.086,Adverb,6
D_02_065,you,6.889,6.881,Minor,37
D_03_013,young,4.962,1.375,Adjective,12
F_01_052,your,6.222,2.613,Minor,21
E_02_081,yourself,5.25,3.226,Minor,24
H_03_016,yoyo,1.808,6.25,Noun,19
E_01_011,yucky,4.429,5.12,Adjective,19
G_02_003,zebra,2.556,2.968,Noun,0
D_03_036,zero,4.192,6.565,Number,19
D_01_034,zipper,3.148,6.394,Noun,0
E_03_042,zoo,3.533,2.531,Noun,4
B_02_056,zoom_in,3.958,4.667,Verb,38
D_01_057,zoom_off,4.333,3.742,Verb,5
