EntryID,LemmaID,Code,YouTube Video,Vimeo Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Batch,Item,List
bank,bank,D_02_032,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LWGSjFCkw58?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.741,1.559,0.286,27,0,4.765,1.715,0.252,17,0,,,1.161,2.166,-0.82,31,,3.637,Noun,667.33,1668.34,1001,2736.07,923,44,12,1,1,26,-1,1,0,18,-1,0,1768,947,2005,Arbitrary,,1,0,4,closed_b,0,imrp,1,NA,0,NA,Closed,NoContact,OneHanded,BackAndForth,Neutral,Neutral,Neutral,0,NA,0,p,1,im,Stacked,NA,NA,NA,Open,Contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,32,2
bar,bar,A_03_072,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/F8My5w9hPHQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.087,1.881,0.017,23,8,3.923,2.019,-0.011,13,13.33,,,2.19,2.153,-0.624,21,,3.642,Noun,300.3,2002,1701.7,3136.47,831,42,4,3,2,31,0,3,2,19,0,2,1713,799,1890,Arbitrary,0,0,0,1,a,1,t,NA,0,NA,NA,Open,NA,OneHanded,Straight,Head,Mouth,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,72,3
barely,,H_03_37,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/9HDTgHwFpxY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.821,,0.441,,,,,,,,,,1.792,1.56,-0.645,24,,,Adverb,,,,,,,,,,,,,,,,0,962,640,1156,Arbitrary,,0,0,1,f,1,i,5,0,NA,NA,Open,Contact,OneHanded,Straight,Head,HeadTop,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,37,3
bark,,J_02_051,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/cApxc5egb7E?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.448,,-0.413,,,,,,,,,,2.667,1.685,-0.186,24,to bark,,NA,,,,,,,,,,,,,,,,2,955,315,1005,Arbitrary,,0,0,1,flatspread_4,1,imrp,4,0,1,0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,51,2
BARK_2,,K_01_074,,"<iframe src=""https://player.vimeo.com/video/341913188"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,DOG BARK,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,NA,NA,imrp,4,1,0,0,Open,NoContact,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BARK_3,,K_02_096,,"<iframe src=""https://player.vimeo.com/video/342143741"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,DOG BARK,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,NA,NA,imrp,5,1,1,1,Open,Contact,OneHanded,Straight,Head,Mouth,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
barrette_1,,G_01_101,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/oUEEp7sihec?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.577,,-0.919,,,,,,,,,,4.633,1.85,0.571,30,,0.954,Noun,,,,,,,,,,,,,,,,2,984,1262,1600,NA,,0,0,1,flat_v,1,im,4,1,0,0,Open,Contact,OneHanded,None,Head,HeadTop,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,101,1
baseball,baseball,A_03_043,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ujzVyDcvCzM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.12,1.833,0.084,25,0,3.933,2.086,0.03,15,0,100,100,6.571,2.153,1.406,21,,3.11,Noun,433.77,1134.47,700.7,1267.94,772,80,12,6,1,31,1,6,1,19,1,1,1398,871,1648,Pantomimic,0,0,0,1,s,0,imrp,7,0,0,0,Closed,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,43,3
baseball_cap,,G_02_72,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/812T6OQC9FI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.48,,0.105,,,,,,,,,,5.531,1.995,1.075,32,,,Noun,,,,,,,,,,,,,,,,1,978,1138,1500,NA,,0,0,1,bent_1,1,i,2,0,NA,NA,Open,Contact,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,72,2
basement,basement,C_01_034,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/9jJAh2d0D2Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.867,1.889,-0.883,30,0,2.722,2.052,-1.069,18,0,,,3.167,1.921,0.141,30,,3.031,Noun,467.13,1134.47,667.33,1868.54,656,8,2,3,1,30,0,3,1,21,0,4,1609,793,1793,Arbitrary,0,0,0,1,a,1,t,NA,0,NA,NA,Open,NA,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,HandAway,0,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,34,1
basic,,E_01_101,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7PvGP3Qd05Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.771,,0.254,,,,,,,,,,1.808,2.198,-0.687,26,,2.9,Adjective,,,,,,,,,,,,,,,,1,964,905,1322,Arbitrary,,0,0,1,open_b,1,imrp,1,0,0,0,Open,NoContact,AsymmetricalSameHandshape,Circular,Hand,HandAway,HandAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,101,1
basket_1,,G_03_70,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/JwrhSWG--cM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.833,,-0.699,,,,,,,,,,1.55,2.021,-0.775,20,,2.828,Noun,,,,,,,,,,,,,,,,2,960,788,1242,Arbitrary,,0,0,1,closed_b,0,imrp,1,0,0,0,Closed,NoContact,OneHanded,Curved,Arm,ForearmUlnar,ElbowBack,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,70,3
basket_2,,E_01_60,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/OCDVWocGttA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.471,,0.088,,,,,,,,,,4.04,2.198,0.273,25,,2.828,Noun,,,,,,,,,,,,,,,,2,966,945,1351,NA,,0,0,1,curved_5,1,imrp,5,0,1,0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,60,1
basketball,basketball,A_03_045,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lLsttct0PcI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.04,1.814,0.565,25,0,5,1.89,0.589,15,0,,,3.381,2.153,-0.089,21,,3.038,Noun,400.4,900.9,500.5,1234.57,746,41,6,4,2,31,0,3,2,19,0,0,1387,936,1674,Arbitrary,0,0,0,1,curved_5,1,imrp,5,0,1,0,Open,NoContact,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,45,3
basketball_2,,H_02_4,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/A05RMQ_WPe8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.429,,-1.217,,,,,,,,,,5.304,1.608,0.943,24,basketball,,Noun,,,,,,,,,,,,,,,,1,963,591,1130,Pantomimic,,0,0,1,flatspread_4,1,imrp,4,0,1,0,Open,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,4,2
BASKETBALL_2,,K_01_013,,"<iframe src=""https://player.vimeo.com/video/341888315"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,BASKETBALL,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,NA,NA,im,5,0,1,0,Open,NoContact,SymmetricalOrAlternating,NA,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
baster_1,,G_03_53,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LAVDC72XWUo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.786,,-0.79,,,,,,,,,,2.714,2.021,-0.206,21,TO USE A TURKEY BASTER,1.114,Verb,,,,,,,,,,,,,,,,1,964,905,1322,Arbitrary,,0,0,1,flat_o,0,imrp,4,1,0,0,Open,Contact,OneHanded,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,53,3
bat_1,,F_03_43,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Kt-yTKLVDgs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.435,,-1.03,,,,,,,,,,3.406,2.108,-0.109,32,BAT (ANIMAL),3.022,Noun,,,,,,,,,,,,,,,,0,966,945,1351,Arbitrary,,0,0,1,1,0,i,1,1,NA,NA,Closed,NoContact,SymmetricalOrAlternating,None,Body,TorsoTop,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,43,3
bat_2,,E_01_21,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AJxMMlm-c7c?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.629,,0.19,,,,,,,,,,6.615,2.198,1.513,26,BAT (BASEBALL),3.022,Noun,,,,,,,,,,,,,,,,1,966,945,1351,NA,,0,0,1,s,0,imrp,7,0,0,0,Closed,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,21,1
bat_3,,F_02_28,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/u4Qn7m3hO7Q?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.731,,-0.291,,,,,,,,,,7,2.218,1.683,30,BASEBALL BAT,3.022,Verb,,,,,,,,,,,,,,,,3,959,749,1217,NA,,0,0,1,s,0,imrp,7,0,0,0,Closed,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,28,2
bath,bath,B_01_019,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/IvQCuHjaBro?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.92,1.754,0.161,25,0,5.143,2.143,0.287,14,0,,,2,2.016,-0.433,27,,3.201,Noun,433.77,1034.37,600.6,1668.34,814,23,2,4,2,31,0,4,1,22,0,2,1579,766,1754,Arbitrary,0,0,0,1,a,1,t,NA,0,NA,NA,Open,NA,SymmetricalOrAlternating,Straight,Body,TorsoTop,TorsoTop,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,19,1
bathroom,bathroom,A_02_051,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7BMYbLyPhik?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,6.556,0.847,1.486,27,0,6.615,0.768,1.488,13,0,,,1.3,2.074,-0.809,30,,3.498,Noun,400.4,734.07,333.67,967.63,786,3,1,1,1,31,-1,1,1,19,-1,0,1361,1187,1806,Arbitrary,0,0,0,1,f,1,i,5,0,NA,NA,Open,NoContact,OneHanded,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,51,2
BATHTUB,,K_02_101,,"<iframe src=""https://player.vimeo.com/video/342143930"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",,,,,,,,,,,,,,,,,BATHTUB,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,NA,NA,t,NA,0,NA,NA,Open,NA,SymmetricalOrAlternating,Curved,Body,TorsoTop,TorsoMid,1,NA,0,NA,NA,imrp,5,0,0,0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
